Date,Sand_RWU_10,Sand_RWU_30,Sand_RWU_50,Sand_RWU_70,Sand_RWU_90,Sand_RWU_110,Sand_RWU_130,Sand_RWU_150,Sand_RWU_170,Sand_RWU_190,Sand_RWU_210,Sand_RWU_230,Slate_RWU_10,Slate_RWU_30,Slate_RWU_50,Slate_RWU_70,Slate_RWU_90,Slate_RWU_110,Slate_RWU_130,Slate_RWU_150,Slate_RWU_170
2017-04-30,0.1526952184382342,0.022182662538687836,0.057284750337391444,0.08937179487179492,0.03572067423457881,0.06672342621256533,0.044487444100415274,,,,0.029881320949417756,,,,,,0.0027708978328035982,,,,
2017-05-01,0.0004901960784291504,0.03892156862744578,0.013750000000037232,,0.007941176470570355,,0.0210784313725334,0.030098039215662453,,,0.013039215686269756,,,,,,,,,,
2017-05-02,0.08254901960783734,,0.004411764705874788,,0.00931372549019116,0.02401960784310475,0.02529411764705003,0.0113725490195975,,,,,,,,,0.015490196078413732,,,,
2017-05-03,,,,,,0.04813725490194187,0.03784313725489241,,,,0.003039215686268193,,,,,,,,,,
2017-05-04,,,,,,0.054411764705857735,0.045980392156845795,,,,0.00019607843136526526,,,,,,,,,,
2017-05-05,0.0400980392156729,0.055196078431363205,0.05313725490194798,0.042647058823504835,0.01882352941175114,0.04441176470586328,0.05490196078428866,0.02735294117644571,0.022941176470576252,0.009509803921559978,,,,,,,,,0.05252255639099701,,
2017-05-06,,0.05991379310344058,0.04441176470587038,0.04686274509803212,,0.060294117647043066,0.03666666666663687,0.004999999999988347,,,,,,,,,,,,,
2017-05-07,0.18235294117645573,0.04137254901960219,0.034215686274498225,,0.010490196078418279,0.038235294117626495,0.10558823529408912,0.034999999999978826,0.015392156862736428,,,,0.054117647058806284,,,,,,,,
2017-05-08,0.01450980392156076,0.05068627450979868,0.05588235294116117,0.06264705882352928,0.015980392156855316,0.010588235294100912,0.06892156862743448,0.01450980392154122,0.008725490196066943,0.012254901960769615,0.005196078431360718,,0.06431372549018377,,,,0.037549019607819645,,,,0.12472180451128878
2017-05-09,0.18343137254901443,0.07770662287902041,0.06715686274508847,0.1228301816833337,0.05999999999998806,0.060103448275853566,0.15499999999999048,0.04656862745096291,0.010490196078421832,0.008235294117639569,0.00676470588234146,,0.14022187822494914,,0.04029411764703639,,0.04607843137252843,,,,0.10371428571428609
2017-05-10,0.12284313725489682,0.08181367521368088,0.048686411149825304,0.08715686274508982,0.03578431372547897,0.0634806871649154,0.14813725490193974,0.05107843137252743,0.004607843137245382,0.004705882352929791,0.022647058823519473,,,,,,0.034313725490171976,,,,
2017-05-11,0.015392156862732875,0.05899159663865561,0.07683433600713663,0.14301754385967413,0.05196774193550624,0.07398193760258209,0.09045454545454845,0.0663725490195759,0.011176470588228682,0.031666666666657406,0.00813725490195516,,0.07691666666668695,,0.020550395596817594,,0.047549019607831866,,0.10277380952381776,0.00852941176469102,
2017-05-12,0.07019607843136377,0.0813613445378234,0.05677322205113988,0.09865322580647273,0.022745098039198552,0.10096923076920916,0.18686274509802558,0.08568627450978639,0.0009803921568529717,0.0017647058823460071,,,0.05179032976827713,,0.04063254392666593,,0.023431372549005403,,,,
2017-05-13,,0.0690322580645244,0.06608229472141147,0.08661330049257998,0.04284313725489497,0.10524623524623067,0.14782051282052677,0.06323529411762507,0.004509803921559197,0.005686274509795197,,,0.07833669354840467,,0.04223605805958641,,0.0630392156862527,0.013529411764691801,,,
2017-05-14,0.13784313725489206,0.0946196847507359,0.07694879089615014,0.1039681085044073,0.06431372549019443,0.10208342602890141,0.16271894697811007,0.053540579710141145,0.032450980392143336,0.0012745098039097513,0.00029411764704612153,,0.1292528735631997,0.1264516683866468,,,0.050490196078417426,0.013921568627440095,0.05929824561405539,0.007647058823518904,
2017-05-15,0.051470588235286385,0.159497960697065,0.14784313725489362,0.17333196496986147,0.06178991596640415,0.15302955665023887,0.2566666666666464,0.12546194546193945,0.02264705882351592,0.027254901960775513,0.02578431372548451,,0.04388888888887621,,0.04875324675325032,,0.08745098039214483,0.022745098039198552,,0.007156862745080872,
2017-05-16,0.02522058823528539,0.1685327635327596,0.17915441176469038,0.18835784313725057,0.0873333333333477,0.21263339920949775,0.3122916666666562,0.15874999999997996,0.026629901960777858,0.03914215686273792,0.03623774509803113,,,,,,0.11240196078430387,0.034362745098025727,,0.03479166666665634,
2017-05-17,0.051544117647065235,0.24384786324787022,0.23367647058824126,0.27152205882353897,0.15145588235295193,0.2864561403509107,0.3578897058823607,0.20806617647060222,0.00464705882353833,0.04077941176471178,0.037338235294127387,,,,0.15875735294118343,,0.14725000000001387,0.039816176470599984,,,
2017-05-18,,0.06592647058824141,,0.024051470588243973,0.0462279411764861,0.06421848739497804,0.05689705882353735,0.010529411764718333,,,0.005169117647069399,,,,0.0461904761904357,,0.0035000000000096065,,0.11038527691776068,,
2017-05-19,,,,,,,,,,,,,,,,,,,,,
2017-05-20,0.1447916666666842,0.0836918700076641,0.08840476190477986,0.07847560975609724,0.041915103189477776,0.11281578947369297,0.14006547619050025,0.08472619047623198,0.0025059523809698447,0.00636904761906365,,,0.278113095238119,,,,,,,,
2017-05-21,0.06679166666668479,0.15885026737968744,0.18581547619049665,0.18573870573869655,0.09100936100936252,0.20147179487180367,0.21316071428573835,0.1455654761904981,0.027029761904778127,0.0031964285714440877,0.04557738095239827,,,,,,0.15799557032113398,0.08676190476192325,,0.007392857142882292,
2017-05-22,0.05169642857144474,0.19823207443895896,0.1922706766917468,0.22230357142860058,0.10569464809384499,0.28504615384616727,0.2288452380952677,0.18361309523811542,0.013880952380963762,0.04722619047620569,0.02136309523811164,,0.11815476190479757,,,0.06543859649125494,0.17130952380954767,0.04048214285716334,0.10979166666665918,0.016464285714310023,0.042193675889336646
2017-05-23,0.08226785714286677,0.2434461538461461,0.22324615384613722,0.2550000000000132,0.12901666666666145,0.32457894736845816,,0.1991309523809619,,0.03176190476191998,0.04390476190478054,,0.18106547619050417,,,0.30968137254900796,0.15285281385282445,0.042190476190498316,,0.03986904761907084,
2017-05-24,0.09351785714287253,0.20158182813353953,0.18657692307691676,0.18267863247863403,0.14233333333336873,0.28858695652173694,0.33559523809526226,0.19954166666667916,0.012017857142872401,0.052541666666682474,0.019196428571447655,,,,,,0.11863690476193156,0.03904166666669262,0.13380303030303153,0.04627976190478833,
2017-05-25,0.030083333333351447,0.2473070607553236,0.23157435897436507,0.20530769230769863,0.17131578947370585,0.347948051948066,0.4510595238095476,0.1898452380952591,0.014672619047630064,0.050392857142870895,0.016000000000014225,,,,,,0.11199487179487733,0.01820238095240434,,0.04594642857145104,
2017-05-26,0.050577380952399054,0.29117692307691456,0.31106547619049607,0.21716897233201493,0.23738095238097046,0.40444664031622324,0.4469107142857389,0.2193750000000243,0.01813095238096807,0.023833333333346474,0.03567261904763086,,,,0.14090476190478896,,0.14152976190478128,0.04262500000001701,,0.02569642857145027,
2017-05-27,0.07822619047620805,0.384220779220783,0.3644226190476392,0.31557387057386777,0.2428308823529548,0.5198333333333558,0.8586309523809916,0.25922023809525996,0.0204642857143007,0.02895833333334963,0.0635773809523954,,,0.17332142857145172,,,0.22049450549451066,0.0816488095238288,,0.05070238095240498,
2017-05-28,,0.3797346132128787,0.3004523809523931,0.3903449275362263,0.23998214285717623,0.5856593406593795,,0.2443035714286026,,0.033428571428583354,0.02530952380953444,0.06350595238097512,,0.23241071428573434,,,0.2687797619047778,0.11612500000001802,,0.053547619047641604,
2017-05-29,0.062380952380969745,0.39320129870130316,0.33818181818182325,0.46052371541501813,0.31769230769234014,0.6343627450980307,,0.24689880952383447,,0.055648809523827225,0.05654166666668736,0.100632411067199,0.5138095238094458,0.24894047619049253,,0.38879772961812975,0.22450595238096227,0.08902976190477752,,,
2017-05-30,,0.2085869565217351,0.20385714285714762,0.28420948616601827,0.1609486166007983,0.3887894736842412,,0.17940476190482357,0.0011250000000124771,0.005750000000011468,0.010619047619062627,0.07328571428573305,,0.15470238095239885,0.2689285714286065,0.22238970588233897,0.11470129870130918,0.052738095238117566,,0.06569642857144942,
2017-05-31,0.031261904761921144,0.2585833333333314,0.25912478825523166,0.367513043478251,0.21508928571430985,0.499315789473723,,0.21315384615381916,0.025595238095251105,0.02997023809525423,0.013607142857161136,0.07732738095240066,,0.20013690476192814,0.07302197802197341,0.3098122529644378,0.14291666666668945,0.03774404761906602,0.1591544117647139,,
2017-06-01,0.019845238095250295,0.28643846153845676,0.2907999999999884,0.407322463768109,0.32263845889230325,0.5552683178534288,,0.23245059288537817,,0.023839285714299052,0.037660714285724595,0.1101666666666894,,0.20157738095240063,0.31338333333332,0.4866544117647251,0.14566563467490568,0.05051190476191891,0.1122631578947555,,
2017-06-02,,0.22153679653679959,0.27063523433089465,0.41484420289854285,0.3363508771929986,0.4668939393939482,,0.20371052631581676,,0.02084523809525507,0.03591666666667592,0.10438252493978872,,,0.16307692307695731,0.15976566911350787,0.04388339920949136,0.04629166666668105,,,
2017-06-03,0.01900000000001434,0.17842306266221009,0.22849753694580954,0.3082594417076905,0.284338461538443,0.39980463980463554,,0.19720769230767488,0.006077380952394407,0.018136904761917094,0.02063095238096402,0.04357843137255557,,0.10507942152677963,,0.26598550724636283,0.09277651730003456,0.01461904761906574,,,
2017-06-04,0.43348809523811127,0.12248350018538634,0.11409090909091724,0.16462566844920268,0.16005299145299645,0.22069211822659796,,0.09581905821281467,,,0.004952380952397917,0.02724404761906385,,,,0.1431330645161495,0.04586309523811849,0.01639880952383166,,,
2017-06-05,0.09852380952382411,0.19926153846153216,0.27696923076922353,0.37699316239316794,0.3702205882352807,0.47524209486166313,,0.17084615384616697,,0.021803571428586466,0.027672619047629965,0.0656606506238937,,,0.02857142857146755,0.38792490118578726,0.08626099706745904,0.03848214285715912,,0.05365441176471819,
2017-06-06,,0.06630040322581099,0.11695564516130474,0.18263811642564498,0.15126923076921628,0.1444290598290614,,,,0.008940476190490543,,,,,,,0.011511904761920988,,,,
2017-06-07,0.229636904761918,0.06786062717770047,0.11553781512606243,0.1590927419354884,0.1866532258064666,0.24385907335906865,,0.10252872305504468,0.008565476190492305,0.010702380952389845,0.003922619047628473,,,,,,0.0030654761905033467,,,0.05410526315790776,
2017-06-08,0.03900000000001924,0.20102490421454888,0.2546837944664073,0.33790503557741935,0.33354761904764985,0.4445149638802661,0.06297348484849152,0.22527976190479748,0.009839285714299706,0.02252380952382005,0.015660714285724353,0.0759642857143028,,,,0.3910135516657469,,0.0701428571428746,,,
2017-06-09,,,0.08101214574898918,0.09356722689076769,0.06779761904763859,0.10862108479755506,,0.07508333333336026,,0.0012023809523924456,,0.01404166666667983,,,,0.08577234530175915,,,,,
2017-06-10,0.09768452380953896,0.21913909774436569,0.2803684210526445,0.36267293233084885,0.3311627106982833,0.4627368421052829,,0.26151190476193165,,0.028125000000011724,0.03977976190477328,0.027225563909784256,,,0.23547756766776473,0.4237747035573278,0.08118487394958152,0.04140476190477571,,,
2017-06-11,0.07095238095239687,0.24863026819922318,0.3872478260869503,0.48889328063241067,0.43487500000002655,0.5356466165413849,,0.3201309523809712,,0.04669642857144218,0.01602380952381388,0.10277976190477922,,,,0.5882180942552147,,0.05453571428573234,,,
2017-06-12,0.10161309523811113,0.1750307692307702,0.308316666666661,0.3502766798419046,0.2978676470588333,0.4975514705882418,,0.23205952380954997,0.00485714285715666,0.041125000000011624,,0.08747619047619892,,,0.13268489852078957,0.3202900432900577,0.05834065934065791,0.043101190476203755,0.010999999999974364,,
2017-06-13,0.08425000000000793,0.16868637110015516,0.34881923076922483,0.4054692307692189,0.33215789473686286,,0.016936274509799176,0.24245098039214952,0.0036666666666782533,0.037166666666680115,,0.04341666666667621,,,,0.40399209486166754,0.12128676470589284,0.04741666666667932,,,
2017-06-14,0.0801470588235258,0.167011494252864,0.40291623931624443,0.49239473684212776,0.32218681318681064,,,0.2485324675324776,0.013131868131864621,0.04078021978021873,,0.05036263736262825,,0.07276229790160826,0.2558478260869492,0.5623099415204393,,0.031791208791212,,,
2017-06-15,,0.14704615384615405,0.3084043478260856,0.3665563909774576,0.1778070175438735,,,0.23358771929826716,0.0010549450549426354,0.03194505494504796,,0.01743956043956274,,,,0.3866176470588023,0.06031538461537167,0.05550549450548381,0.04599264705880657,,
2017-06-16,,0.126067403435826,0.3041182266009841,0.3446936758893333,0.13308791208791426,,,0.16631422924901784,,0.04568131868131253,,0.049813186813185695,,,,0.3184210526316136,0.07967032967032495,0.03501098901098665,,,
2017-06-17,0.03804395604395161,0.08674466338258657,0.22300806451614008,0.21938834154349607,0.13204615384614016,,,0.17591153846152707,,0.018692307692306898,,0.022274725274717966,,,0.13843185550078374,0.27929230769229463,0.12110989010991702,0.0519999999999925,,,
2017-06-18,0.029252747252746403,0.14996538461538034,0.40324604743083015,0.41174195369848476,0.3535494505494441,,,,,0.04259340659340971,0.007318681318681186,0.06346153846153513,,0.163696376811588,0.31120098039213673,0.5768421052631822,0.1864065934065895,0.05562637362636913,,,
2017-06-19,0.026032967032966425,0.18026658526658412,0.48943478260869355,0.46361904761905137,0.3425824175824097,,,,0.013252747252746389,0.02614285714285458,0.02743956043955542,0.08263736263735666,,0.16139097744362196,0.32452631578950175,0.6677132352941335,0.2311911764705954,0.08070329670329102,,,
2017-06-20,0.022956043956037675,0.1708956521739129,0.5846195652173858,0.49714285714286,0.34906593406592634,,,,0.0017912087912055341,0.03094505494504851,,0.05795604395603782,0.07052380952381831,0.2513186813186685,0.4310219780219775,0.7788333333333632,0.31112745098038097,0.06846153846153769,,,0.07521978021977382
2017-06-21,0.020175824175822754,0.15004926108374228,0.5993173913043446,0.48638961038961703,0.2901978021977971,,,,,0.04684615384615576,0.005615384615380137,0.05648351648351024,,0.19162406015039224,0.3955494505494421,,0.2443626373626362,0.09948351648350773,,0.06761904761906123,
2017-06-22,0.019296703296699746,0.1842102564102568,0.622795652173906,0.537212121212125,0.3262197802197804,,,,,0.04607692307692268,,0.04223076923076796,,0.23852941176469855,0.48056043956043126,,0.255076923076917,0.07630769230768486,0.07273626373625319,,0.12362637362637052
2017-06-23,,0.08026373626373662,0.33830769230769775,0.21381884057970346,,,,,0.0009780219780193278,0.03332967032966749,,0.018670329670325003,0.06404395604395319,0.12902197802197435,0.10727463768114731,0.11888547008546979,0.05524630541871289,0.003989010989005948,,,0.016076923076912664
2017-06-24,0.010835164835160782,0.09136855765665253,0.3433114395183239,0.28860837438421605,0.1741208791208706,,,,0.012043956043951809,,,0.01943956043954742,0.04463636363636958,0.09636666666666294,0.15871541501976338,0.25209770114938834,0.07982417582417334,0.06418681318680797,0.0746263736263515,,0.1288681318681295
2017-06-25,0.017353846153847385,0.054486408199644565,0.2298295454545496,0.20021774521774027,0.13458241758241307,,,,,0.007945054945054153,,,,0.057604395604391456,0.07367086834736014,0.11889024842416163,0.039939516129043895,0.012054945054941868,0.01542857142856846,0.015439560439556743,0.04863736263736307
2017-06-26,0.028428571428571914,0.10604931405264839,0.4142923076923095,0.3907848673066123,0.18999264705882446,,,,,0.039153846153842764,,0.03318681318681449,0.07685338345865844,0.1217606837606855,0.2032359307359357,0.38087912087912557,0.1420329670329714,0.037780219780218616,0.11562637362637318,,0.053945054945055304
2017-06-27,,,,,,,,,0.003208791208793471,0.03387912087911893,,,,,,,,,,,0.0038571428571394506
2017-06-28,,,,0.03907692307691413,,,0.03079120879120545,,,0.023791208791207552,0.014021978021975023,0.009318681318678301,,,,,,,,,
2017-06-29,,,,0.06153225806452056,,,0.03170329670329153,,0.009120879120878556,,0.0031098901098891574,0.008285714285708679,,,,0.12617582417582085,,,,,
2017-06-30,,,,0.08290700040699939,,,0.026901098901094045,,0.017505494505492436,0.010648351648347543,,,,0.06805494505493925,0.007351648351640705,0.26245021645023314,,,,,
2017-07-01,,,,,,,,,0.010725274725272627,0.01796703296703228,0.0020769230769177582,,,,,,,,,,
2017-07-02,0.12214285714285467,,,,,,0.03360439560439232,,0.008879120879118574,0.0061758241758216315,,0.009428571428568233,,,0.005571428571439441,0.01869465290804939,,,,,
2017-07-03,,0.22274182076813354,0.2490032175032173,0.21255334281649496,0.19289844804318967,,0.019725274725269415,,0.03315384615384076,0.018527472527468447,,0.035890109890109656,,,0.022124060150385816,0.6731868131867991,0.19096703296702877,0.049406593406590815,,,0.04501098901098288
2017-07-04,0.14645054945054525,0.34311457061456974,0.40235653235653324,0.3253846153846105,0.24775362318840166,,0.07057142857142473,,0.017164835164830805,0.051527472527471474,0.033032967032962546,0.017384615384612445,,,,0.8324761904762177,0.2275324675324768,0.01520879120879215,0.058450549450540734,,
2017-07-05,0.13819780219779965,0.4099818840579674,0.4615230769230685,0.3897384615384496,0.261835164835162,0.07575971407625204,0.029076923076912564,,,0.035670329670328904,0.006999999999997897,0.031164835164833704,,,0.638857142857141,1.188373626373611,0.3286654135338516,0.024043956043950487,0.0352485507246314,0.24387254901960098,0.021329670329672368
2017-07-06,,0.36665513833992414,0.43534900284900147,0.36994871794872175,0.23819780219779396,,,,,0.039780219780218395,0.010868131868130071,0.0029340659340597597,,0.3914285714284933,0.5433296703296477,0.8860879120878877,0.22910526315790847,0.06412087912086761,0.13984615384614685,,0.000999999999995893
2017-07-07,,0.33869230769230363,0.4747126436781457,0.36735042735042356,0.2203120300752044,,,,0.02064835164834733,0.04790109890109573,,,,0.32793406593406615,0.5600219780219788,0.08095238095234691,0.2222384615384474,0.02483516483516368,,,0.019714285714281132
2017-07-08,0.21159340659339954,0.33908461538461143,0.474503846153838,0.379046442687752,0.19477272727272954,,0.01003296703295753,,0.05104395604395329,0.03525274725274663,,0.01858241758240986,0.13194505494504938,0.3010109890109849,0.598340659340657,,0.20907692307692116,0.04207692307691424,0.06253846153845188,,0.046378151260514144
2017-07-09,0.027307692307687148,0.24457173913043384,0.3454775588396144,0.2737667887667872,0.14296442687747835,,0.023142857142854467,,,0.019197802197802538,0.009021978021974242,,0.0363846153846108,0.20239285714286837,0.402720588235308,0.4435073529411895,0.11380075187971528,0.028890109890104654,0.012703962703980665,,0.023382755224865548
2017-07-10,,,0.1403571428571544,,0.026541666666688002,,,,0.0031726190476337734,0.011428571428580447,1.0658141036401503e-14,,,0.09945144927535843,0.0761642156862834,,0.0032321428571577826,,0.029996334310855133,,0.002250000000014296
2017-07-11,,,0.0685002035002018,,,,,,,0.010767857142869097,0.0027202380952475735,0.02821428571430218,,0.04572619047620918,0.0520797101449304,0.033829728739011244,0.047005952380972715,,0.03610837438421299,,
2017-07-12,,,,,,,0.0276845238095369,,,,0.007446428571439512,,,,0.1814473684210718,2.0041071428572117,,,,0.07736904761905627,
2017-07-13,0.03363095238096392,0.5644705882352952,,0.16422077922077882,,,0.05501190476192441,,,0.022708333333340214,,0.026595238095252327,,0.085979121086881,0.25498809523812227,0.3550238095238534,0.1155760810070916,,,0.1138011695906318,0.036208333333350495
2017-07-14,0.12092857142859081,0.2998863636363627,,0.17476833976833817,,,0.06227976190477946,,,0.028083333333341898,,0.004380952380969916,,0.07982738095239661,0.237035714285728,,0.07951785714287496,0.0005119047619164263,,,
2017-07-15,0.1648154761904994,0.24949230769229658,,,,,0.008672619047635166,,0.0008511904761938638,0.007202380952388232,,0.003642857142876821,,0.05408928571429783,,,0.055815476190494095,0.009434523809538575,,,
2017-07-16,0.07066176470588914,0.18775144927536047,0.14784204167925097,,,,,0.005417582417582167,0.002205882352948052,0.01155147058824113,,,0.05662500000001103,0.05419867235655573,0.09988970588236157,,0.05522794117647223,0.005080882352944016,,,
2017-07-17,0.10292647058823867,0.39836429308564725,0.2963247863247851,0.3540763546797834,0.2838676470588286,,0.034955882352949885,,,0.030360294117651954,,0.02369852941177264,0.1664191176470613,0.12508088235294856,0.2549105607155049,,0.10219852941177088,0.012272058823535659,,,
2017-07-18,0.12154411764706197,0.5168268398268427,0.3624735449735432,0.4561773399014779,0.34539705882354355,,0.05411764705883115,,,0.03890441176471171,0.008139705882358683,0.03648529411765011,,0.1301185770751072,0.2956470588235369,0.38091911764706765,0.13866176470589409,0.012477941176483043,,0.026277056277056232,
2017-07-19,0.15918382352942118,0.5469298245614125,0.39881422924901955,0.4539412761151951,0.28382352941177125,,0.01844852941177244,,,0.0596838235294177,0.011014705882355535,0.007250000000006196,,0.1836314229249041,0.24540441176471717,0.3163273809524014,0.10959558823530458,0.01250735294118499,,,
2017-07-20,,0.24186538461537932,0.28234948002187643,0.24574876847290028,0.13352272727273018,,,,,0.02893382352941476,0.0034485294117674314,,0.5215220588235336,0.08427425515660936,,0.17205434782608364,0.05408088235295061,,,,
2017-07-21,0.07503676470588694,0.4178205128205148,0.32897435897435656,0.29808404558404256,0.17048529411764868,,0.034132352941181665,,0.026125000000000398,0.013661764705886092,,0.0010735294117640848,0.16350000000000087,0.10893280632411617,,0.16786843591192024,0.04399579831933842,0.007132352941180642,,0.049360294117654746,
2017-07-22,0.08840441176471003,0.4231055900621179,0.37583003952569527,0.3182230769230685,0.16288095238095934,,0.048198529411772384,,,0.03608088235294815,0.005977941176475987,8.08823529450109e-05,0.11750000000000504,0.12432851316276583,,0.1970526315789698,0.06800735294118887,0.011330882352941885,,0.03944852941176791,
2017-07-23,0.11519117647058863,0.2757252326217712,0.2447118226600935,0.17293103448275993,0.08771428571428075,,0.005125000000003155,,,0.008941176470592893,0.028955882352946105,,0.11605147058823917,0.07682352941176696,,0.060967741935499475,0.04059558823530196,0.011220588235302031,,0.04447058823530092,
2017-07-24,,,,,,,,,,0.009801470588236327,0.0070735294117660885,,,,,,0.01175735294118141,,,,
2017-07-25,,,0.06901222651222838,0.07719117647059548,,,0.029816176470591316,,0.008426470588242196,0.023669117647060922,0.0016691176470651214,,,,,0.11164705882354298,,0.08905882352941497,,,
2017-07-26,0.21908088235294443,0.3438921063921061,0.2632660098522148,0.2024630541871879,0.12322467166977624,,0.012926470588244143,,0.007669117647065349,0.03212500000000329,0.00483823529412053,0.005566176470594542,0.15363235294118027,0.11547058823529888,0.09082317073170643,0.08305634335411227,0.03272058823529633,,,0.02994852941177406,
2017-07-27,,,,,,,0.0370441176470635,,0.005779411764711639,0.02601470588235788,0.015316176470593135,,,0.0021911764705944137,,,,,,0.0014779411764767048,
2017-07-28,,,,0.17042857142858026,0.1281617647058937,,0.02800735294118084,,0.02020588235295051,,0.017808823529414042,0.012911764705886952,1.2725000000000364,0.002566974088717089,0.02323211875844322,0.06079690431518259,0.021742647058832887,,,0.03305147058824609,
2017-07-29,0.1594852941176459,0.38295384615383554,,0.26058702791459787,0.14741385630498804,0.07214285714285218,,,0.008698529411766742,0.0043823529411799456,0.019654411764712165,,,0.08848529411765504,,0.11476814516130673,0.036845588235298266,0.025125000000004505,,0.052051470588242665,0.010588235294118675
2017-07-30,0.17671323529412497,0.37052631578948425,0.3462964094728811,0.27363546798029326,0.16358128078817202,,0.02369117647059049,,0.012147058823529733,0.023691176470594044,,0.009095588235297214,,0.12821323529412254,0.14192647058823837,0.15421774193550775,,0.03694117647059514,,0.042007352941181964,
2017-07-31,,0.33340692640692815,0.3081774193548501,0.26993596059113045,0.13316956327986595,,0.02669117647059238,,,0.012441176470590953,0.017830882352947164,,,0.03918498168498097,0.05275726495726829,0.08096923076924156,0.027073529411772768,0.013044117647064368,,,
2017-08-01,,,,,,,,,,0.0033750000000027924,,,,,,,0.664880952380976,,,,
2017-08-02,,0.32786029411764694,,,,,0.014051470588244186,,0.005316176470589795,,,0.007654411764708158,,0.1575666041275703,0.24541176470589932,0.5125367647058958,,,,,
2017-08-03,0.10854411764705851,0.2641985294117646,,,,,0.01450000000000884,,0.024051470588242196,0.04411029411764922,,0.007073529411769641,,0.1609632352941297,0.43608088235295384,0.533522058823543,0.11052941176470554,0.000639705882363728,,,
2017-08-04,0.13574264705882655,0.267919117647061,0.2774053030303101,,,,0.021639705882355642,,,0.03185294117647164,,0.002485294117649417,,0.08333823529412676,0.5433602941176652,0.5712279411764776,0.14538970588235856,,,0.021897058823533655,0.09659340659342242
